WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
269	32162950	3986	32168738	16831	32174541	647110	32162950	0.87423	32168738	1.08466	32174541	1.22087	32162950	4559.44087940245	32168738	15517.3049619236	32174541	530040.053404539	32179518	95733	32185290	2247958	32191077	1290100	32179518	0.8751	32185290	1.08452	32191077	1.22197	32179518	109396.640383956	32185290	2072767.67602257	32191077	1055754.23291898	32196054	26894	32201857	169729	32207660	3714392	32196054	0.87369	32201857	1.08505	32207660	1.22198	32196054	30782.0851789536	32201857	156425.049536888	32207660	3039650.40344359	32212636	86933	32218424	2326732	32224227	4132543	32212636	0.87522	32218424	1.086	32224227	1.22093	32212636	99327.0263476612	32218424	2142478.8213628	32224227	3384750.14947622
270	32282961	3926	32288733	17016	32294568	646936	32282961	0.8746	32288733	1.08515	32294568	1.2215	32282961	4488.90921564144	32288733	15680.7814587845	32294568	529624.232501023	32299544	95255	32305316	2256914	32311104	1293621	32299544	0.87429	32305316	1.08543	32311104	1.22215	32299544	108951.263310801	32305316	2079281.02226767	32311104	1058479.72834758	32316096	26891	32321883	170198	32327687	3713879	32316096	0.87475	32321883	1.08548	32327687	1.2227	32316096	30741.3546727636	32321883	156795.150532483	32327687	3037440.90946266	32332663	87690	32338451	2325251	32344254	4132018	32332663	0.87458	32338451	1.08452	32344254	1.22171	32332663	100265.270186833	32338451	2144036.99332424	32344254	3382159.43227116
271	32402972	4198	32408760	17185	32414563	647098	32402972	0.87414	32408760	1.08453	32414563	1.22165	32402972	4802.43439266022	32408760	15845.5736586355	32414563	529691.81025662	32419540	95515	32425327	2254284	32431130	1292377	32419540	0.87429	32425327	1.08491	32431130	1.22037	32419540	109248.64747395	32425327	2077853.46249919	32431130	1059004.2364201	32436107	27045	32441894	169011	32447698	3709653	32436107	0.87402	32441894	1.08467	32447698	1.22034	32436107	30943.2278437564	32441894	155817.898531351	32447698	3039852.00845666	32452674	86467	32458462	2324041	32464265	4127238	32452674	0.87401	32458462	1.08522	32464265	1.22213	32452674	98931.362341392	32458462	2141539.04277474	32464265	3377085.90739119
272	32522983	4093	32528771	17189	32534574	645779	32522983	0.87516	32528771	1.0856	32534574	1.22202	32522983	4676.8590886238	32528771	15833.6403831982	32534574	528452.071160865	32539551	96327	32545338	2255521	32551141	1295082	32539551	0.87502	32545338	1.08526	32551141	1.22181	32539551	110085.483760371	32545338	2078323.16679874	32551141	1059970.04444226	32556118	26914	32561905	169804	32567709	3705628	32556118	0.87517	32561905	1.08485	32567709	1.2218	32556118	30752.8822971537	32561905	156523.021615892	32567709	3032925.19233917	32572685	86966	32578457	2326682	32584260	4124078	32572685	0.8739	32578457	1.08488	32584260	1.22077	32572685	99514.8186291338	32578457	2144644.56898459	32584260	3378259.62302481
273	32642994	4050	32648782	17076	32654585	644227	32642994	0.8743	32648782	1.08455	32654585	1.22121	32642994	4632.27725037173	32648782	15744.7789405744	32654585	527531.710352847	32659562	95289	32665349	2256581	32671152	1295617	32659562	0.87399	32665349	1.08495	32671152	1.22028	32659562	109027.563244431	32665349	2079894.004332	32671152	1061737.47008883	32676129	27138	32681917	169273	32687720	3702892	32676129	0.87387	32681917	1.08564	32687720	1.22233	32676129	31054.9624085962	32681917	155920.010316495	32687720	3029371.77357997	32692696	87192	32698484	2326294	32704303	4126971	32692696	0.87451	32698484	1.08511	32704303	1.22183	32692696	99703.8341471224	32698484	2143832.42251938	32704303	3377696.56989925
274	32763005	4112	32768777	16732	32774581	645058	32763005	0.87427	32768777	1.08455	32774581	1.22165	32763005	4703.35251123795	32768777	15427.5966990918	32774581	528021.937543486	32779557	95853	32785345	2253454	32791132	1295026	32779557	0.87409	32785345	1.08462	32791132	1.22051	32779557	109660.332460044	32785345	2077643.7830761	32791132	1061053.16629933	32796109	27061	32801896	168474	32807700	3695661	32796109	0.87478	32801896	1.08568	32807700	1.22166	32796109	30934.6349939413	32801896	155178.321420676	32807700	3025114.18889053	32812676	86571	32818464	2319785	32824267	4123709	32812676	0.87412	32818464	1.0844	32824267	1.22119	32812676	99037.8895346177	32818464	2139233.67760974	32824267	3376795.58463466
275	32883016	3944	32888804	16838	32894607	646006	32883016	0.87408	32888804	1.08515	32894607	1.22162	32883016	4512.17279882848	32888804	15516.7488365664	32894607	528810.92320034	32899599	95356	32905387	2254490	32911190	1294225	32899599	0.87418	32905387	1.08512	32911190	1.22169	32899599	109080.509734837	32905387	2077641.18254202	32911190	1059372.67228184	32916167	27403	32921954	168198	32927757	3693890	32916167	0.87442	32921954	1.08521	32927757	1.22155	32916167	31338.4872258183	32921954	154991.199859935	32927757	3023936.80160452	32932749	86990	32938521	2325061	32944340	4117887	32932749	0.87456	32938521	1.08527	32944340	1.22105	32932749	99467.1606293451	32938521	2142380.237176	32944340	3372414.72503173
276	33003027	4217	33008815	17222	33014618	645773	33003027	0.87427	33008815	1.08418	33014618	1.22093	33003027	4823.45270911732	33008815	15884.816174436	33014618	528918.938841703	33019595	96032	33025382	2250781	33031170	1296224	33019595	0.87435	33025382	1.085	33031170	1.22135	33019595	109832.446960599	33025382	2074452.53456221	33031170	1061304.2944283	33036162	27113	33041950	167730	33047737	3684296	33036162	0.87483	33041950	1.08485	33047737	1.22115	33036162	30992.3070768035	33041950	154611.236576485	33047737	3017070.79392376	33052714	86548	33058501	2325948	33064320	4122473	33052714	0.8745	33058501	1.0861	33064320	1.22192	33052714	98968.5534591195	33058501	2141559.70905073	33064320	3373766.69503732
277	33123038	3937	33128826	16906	33134629	644346	33123038	0.87481	33128826	1.08507	33134629	1.22081	33123038	4500.40580240281	33128826	15580.5616227524	33134629	527802.0330764	33139606	95804	33145393	2252128	33151181	1294492	33139606	0.87506	33145393	1.08544	33151181	1.22146	33139606	109482.778323772	33145393	2074852.59433962	33151181	1059790.74222652	33156157	26892	33161929	167627	33167748	3680613	33156157	0.87481	33161929	1.08498	33167748	1.22102	33156157	30740.3893416856	33161929	154497.778760899	33167748	3014375.68590195	33172709	87303	33178497	2327708	33184300	4115855	33172709	0.87435	33178497	1.08544	33184300	1.2214	33172709	99849.0307085263	33178497	2144483.34316038	33184300	3369784.67332569
278	33243049	4045	33248821	17008	33254625	647035	33243049	0.87489	33248821	1.08551	33254625	1.22129	33243049	4623.43837511001	33248821	15668.2112555389	33254625	529796.362862219	33259601	95396	33265389	2253959	33271176	1297153	33259601	0.87432	33265389	1.08464	33271176	1.22171	33259601	109108.793119224	33265389	2078071.06505384	33271176	1061751.97059859	33276168	27261	33281956	167526	33287759	3676024	33276168	0.87441	33281956	1.08544	33287759	1.22144	33276168	31176.4504065599	33281956	154339.254127359	33287759	3009582.13256484	33292736	87262	33298523	2321885	33304326	4112780	33292736	0.8742	33298523	1.08489	33304326	1.22161	33292736	99819.2633264699	33298523	2140203.15423684	33304326	3366688.22291894
279	33363060	4074	33368833	17090	33374636	647271	33363060	0.87459	33368833	1.0854	33374636	1.22159	33363060	4658.18269131822	33368833	15745.3473373871	33374636	529859.445476797	33379612	96014	33385400	2253061	33391187	1295932	33379612	0.87493	33385400	1.08468	33391187	1.21991	33379612	109739.064839473	33385400	2077166.53759634	33391187	1062317.71196236	33396164	27058	33401951	166897	33407755	3670471	33396164	0.87425	33401951	1.08559	33407755	1.22132	33396164	30949.9571060909	33401951	153738.520067429	33407755	3005331.11715193	33412731	87546	33418519	2325089	33424322	4111865	33412731	0.8742	33418519	1.08556	33424322	1.22128	33412731	100144.131777625	33418519	2141833.70794797	33424322	3366848.71610114
280	33483072	4005	33488859	16867	33494662	646870	33483072	0.87462	33488859	1.08556	33494662	1.2218	33483072	4579.13150854085	33488859	15537.6027119643	33494662	529440.170240629	33499639	95948	33505411	2252009	33511214	1299540	33499639	0.87422	33505411	1.08541	33511214	1.22212	33499639	109752.693829928	33505411	2074800.3058752	33511214	1063348.93463817	33516190	27338	33521978	168554	33527781	3677112	33516190	0.87469	33521978	1.08635	33527781	1.22231	33516190	31254.5015948508	33521978	155156.257191513	33527781	3008330.12901801	33532742	87084	33538530	2323522	33544348	4106711	33532742	0.87517	33538530	1.08556	33544348	1.22093	33532742	99505.2389821406	33538530	2140390.21334611	33544348	3363592.50735095
281	33603083	4005	33608870	16971	33614673	643179	33603083	0.87504	33608870	1.08534	33614673	1.22141	33603083	4576.93362589139	33608870	15636.5747139145	33614673	526587.304836214	33619665	95392	33625437	2254384	33631241	1300561	33619665	0.87442	33625437	1.08594	33631241	1.22056	33619665	109091.740811052	33625437	2075974.73156896	33631241	1065544.50416202	33636217	27206	33642005	168254	33647808	3668465	33636217	0.87478	33642005	1.08699	33647808	1.22163	33636217	31100.3909554402	33642005	154788.912501495	33647808	3002926.41798253	33652784	86588	33658572	2318688	33664359	4101988	33652784	0.87509	33658572	1.08585	33664359	1.22079	33652784	98947.5368247837	33658572	2135366.76336511	33664359	3360109.43733156
282	33723094	4039	33728881	16743	33734684	644910	33723094	0.8754	33728881	1.08586	33734684	1.22154	33723094	4613.89079278044	33728881	15419.1148030133	33734684	527948.327520998	33739645	95207	33745433	2254428	33751236	1301457	33739645	0.87479	33745433	1.08556	33751236	1.22168	33739645	108834.120188845	33745433	2076741.95806773	33751236	1065301.06083426	33756212	26985	33762000	165994	33767803	3664352	33756212	0.87415	33762000	1.08548	33767803	1.22062	33756212	30869.9879883315	33762000	152922.209529425	33767803	3002041.5854238	33772764	87021	33778552	2319260	33784339	4097137	33772764	0.87454	33778552	1.08528	33784339	1.22149	33772764	99504.8825668351	33778552	2137015.33244877	33784339	3354212.47820285
283	33843105	4055	33848892	16851	33854695	644984	33843105	0.8751	33848892	1.08583	33854695	1.22161	33843105	4633.75614215518	33848892	15519.0038956374	33854695	527978.651124336	33859672	96493	33865459	2255494	33871263	1300322	33859672	0.87478	33865459	1.08639	33871263	1.22146	33859672	110305.448226983	33865459	2076136.56237631	33871263	1064563.71882829	33876223	27240	33882011	167003	33887814	3658599	33876223	0.87486	33882011	1.08528	33887814	1.22136	33876223	31136.4103970921	33882011	153880.104673448	33887814	2995512.37964237	33892806	86747	33898594	2317890	33904397	4098089	33892806	0.8747	33898594	1.08555	33904397	1.22211	33892806	99173.4308905911	33898594	2135221.77697941	33904397	3353289.80206364
284	33963116	4042	33968919	17043	33974722	645315	33963116	0.87432	33968919	1.08565	33974722	1.22233	33963116	4623.02131942538	33968919	15698.4295122738	33974722	527938.445427994	33979698	96629	33985486	2254058	33991289	1302532	33979698	0.87438	33985486	1.08624	33991289	1.22216	33979698	110511.448111805	33985486	2075101.26675505	33991289	1065762.25698763	33996266	27022	34002053	166903	34007856	3655653	33996266	0.87458	34002053	1.08612	34007856	1.22125	33996266	30897.1163301242	34002053	153669.023680625	34007856	2993369.90788127	34012817	87260	34018605	2321158	34024424	4092322	34012817	0.87524	34018605	1.08614	34024424	1.22114	34012817	99698.3684475115	34018605	2137070.72753052	34024424	3351230.81710533
285	34083127	4076	34088914	16865	34094717	643582	34083127	0.87396	34088914	1.08506	34094717	1.22121	34083127	4663.82900819259	34088914	15542.9192855695	34094717	527003.545663727	34099694	95340	34105481	2256107	34111285	1300811	34099694	0.87397	34105481	1.08501	34111285	1.2206	34099694	109088.412645743	34105481	2079342.12587902	34111285	1065714.40275274	34116245	27013	34122033	166142	34127836	3646004	34116245	0.87433	34122033	1.08464	34127836	1.22061	34116245	30895.6572461199	34122033	153177.091016374	34127836	2987034.35167662	34132813	86454	34138600	2318556	34144403	4095873	34132813	0.87419	34138600	1.08554	34144403	1.22092	34132813	98896.1209805649	34138600	2135854.96619194	34144403	3354743.14451397
286	34203138	3967	34208925	16907	34214728	645973	34203138	0.87409	34208925	1.08462	34214728	1.22099	34203138	4538.43425734192	34208925	15587.9478527042	34214728	529056.749031524	34219705	95715	34225492	2248628	34231296	1301230	34219705	0.87381	34225492	1.08512	34231296	1.22041	34219705	109537.542486353	34225492	2072239.01503981	34231296	1066223.6461517	34236272	26909	34242060	164898	34247863	3642366	34236272	0.87461	34242060	1.08533	34247863	1.22154	34236272	30766.8560844262	34242060	151933.513309316	34247863	2981782.012869	34252839	86864	34258627	2317639	34264430	4090414	34252839	0.8743	34258627	1.08583	34264430	1.22088	34252839	99352.6249571086	34258627	2134440.01363013	34264430	3350381.69189437
287	34323149	3972	34328921	16955	34334739	641754	34323149	0.8744	34328921	1.08521	34334739	1.22093	34323149	4542.54345837146	34328921	15623.7041678569	34334739	525627.18583375	34339700	96539	34345488	2255064	34351291	1300886	34339700	0.87408	34345488	1.08517	34351291	1.22029	34339700	110446.412227714	34345488	2078074.40308892	34351291	1066046.5954814	34356283	27224	34362055	165177	34367874	3635102	34356283	0.87412	34362055	1.08506	34367874	1.21996	34356283	31144.4652908068	34362055	152228.448196413	34367874	2979689.49801633	34372850	86947	34378638	2314389	34384457	4087774	34372850	0.87403	34378638	1.08437	34384457	1.22034	34372850	99478.2787776163	34378638	2134316.70001937	34384457	3349700.90302703
288	34443160	4135	34448947	16918	34454750	644451	34443160	0.8749	34448947	1.08509	34454750	1.22147	34443160	4726.25442907761	34448947	15591.3334377794	34454750	527602.806454518	34459727	95795	34465514	2244804	34471302	1301832	34459727	0.87404	34465514	1.08495	34471302	1.22016	34459727	109600.247128278	34465514	2069039.12622702	34471302	1066935.48387097	34476278	27140	34482066	165046	34487869	3640125	34476278	0.87433	34482066	1.08562	34487869	1.22114	34476278	31040.9113263871	34482066	152029.25517216	34487869	2980923.5632278	34492830	86905	34498618	2315356	34504437	4089237	34492830	0.8741	34498618	1.08485	34504437	1.22193	34492830	99422.2628989818	34498618	2134263.72309536	34504437	3346539.49080553
289	34563171	4076	34568958	16897	34574761	646854	34563171	0.8753	34568958	1.08616	34574761	1.22269	34563171	4656.68913515366	34568958	15556.6399057229	34574761	529041.703129984	34579738	96317	34585510	2246799	34591329	1302887	34579738	0.87473	34585510	1.08615	34591329	1.22196	34579738	110110.548397791	34585510	2068589.97376053	34591329	1066227.2087466	34596305	27133	34602093	164669	34607896	3630419	34596305	0.87418	34602093	1.08585	34607896	1.22097	34596305	31038.2301127914	34602093	151649.859557029	34607896	2973389.1905616	34612872	86692	34618660	2315895	34624463	4083911	34612872	0.87479	34618660	1.08487	34624463	1.22017	34612872	99100.3555138948	34618660	2134721.21083632	34624463	3347001.64731144
290	34683182	4001	34688969	16918	34694772	645020	34683182	0.87399	34688969	1.08525	34694772	1.22222	34683182	4577.85558187165	34688969	15589.0347846118	34694772	527744.595899265	34699764	96158	34705536	2245998	34711340	1303179	34699764	0.87457	34705536	1.08493	34711340	1.22141	34699764	109948.889168391	34705536	2070177.79948937	34711340	1066946.39801541	34716316	26790	34722104	164193	34727907	3627406	34716316	0.87454	34722104	1.08494	34727907	1.22097	34716316	30633.2471928099	34722104	151338.322856563	34727907	2970921.48046226	34732883	87020	34738671	2314840	34744474	4079137	34732883	0.87404	34738671	1.08565	34744474	1.22165	34732883	99560.6608393209	34738671	2132215.72329941	34744474	3339039.00462489
291	34803193	4170	34808980	16984	34814799	644761	34803193	0.87388	34808980	1.08552	34814799	1.2213	34803193	4771.82221815352	34808980	15645.9576976933	34814799	527930.074510767	34819760	96653	34825547	2251582	34831351	1306992	34819760	0.8746	34825547	1.0852	34831351	1.22196	34819760	110511.090784359	34825547	2074808.3302617	34831351	1069586.56584504	34836327	27364	34842115	164786	34847918	3625701	34836327	0.87426	34842115	1.08568	34847918	1.22202	34836327	31299.6133873219	34842115	151781.372043328	34847918	2966973.53562135	34852894	87238	34858682	2314513	34864501	4079754	34852894	0.87416	34858682	1.08556	34864501	1.22208	34852894	99796.3759494829	34858682	2132091.27086481	34864501	3338369.0102121
292	34923204	3975	34928976	16821	34934779	643338	34923204	0.87507	34928976	1.08552	34934779	1.22118	34923204	4542.49374335768	34928976	15495.7992482865	34934779	526816.685500909	34939755	96256	34945543	2255005	34951346	1305377	34939755	0.87457	34945543	1.0846	34951346	1.22134	34939755	110060.944235453	34945543	2079112.11506546	34951346	1068807.21175103	34956322	27332	34962110	164162	34967913	3620209	34956322	0.87413	34962110	1.0847	34967913	1.22143	34956322	31267.6604166428	34962110	151343.228542454	34967913	2963910.3346078	34972890	87011	34978677	2316424	34984496	4079701	34972890	0.87465	34978677	1.08549	34984496	1.22195	34972890	99480.9352312354	34978677	2133989.25830731	34984496	3338680.79708662
293	35043215	4038	35049018	16835	35054821	643741	35043215	0.87432	35049018	1.08492	35054821	1.22013	35043215	4618.44633543783	35049018	15517.2731629982	35054821	527600.337668937	35059782	96895	35065569	2256248	35071373	1309951	35059782	0.87482	35065569	1.08598	35071373	1.22252	35059782	110759.927756567	35065569	2077614.68903663	35071373	1071517.03039623	35076334	26981	35082121	165232	35087909	3624730	35076334	0.87513	35082121	1.08582	35087909	1.22236	35076334	30830.8479882989	35082121	152172.551619974	35087909	2965353.90555974	35092885	86299	35098673	2317351	35104476	4074684	35092885	0.87539	35098673	1.08614	35104476	1.2221	35092885	98583.4885022676	35098673	2133565.65451968	35104476	3334165.78021439
