WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
192	22922118	14785	22927906	246083	22933709	1535658	22922118	0.84861	22927906	1.03752	22933709	1.10767	22922118	17422.6087366399	22927906	237183.861515923	22933709	1386385.83693699	22938685	16703	22944457	610291	22950261	980797	22938685	0.85029	22944457	1.03737	22950261	1.10694	22938685	19643.8862035306	22944457	588306.004607806	22950261	886043.507326504	22955237	14869	22961025	1142062	22966828	2380288	22955237	0.84857	22961025	1.03699	22966828	1.10748	22955237	17522.4200714143	22961025	1101324.02433968	22966828	2149283.05703038	22971804	18259	22977592	510430	22983411	1279148	22971804	0.8489	22977592	1.03736	22983411	1.10718	22971804	21509.011662151	22977592	492047.119611321	22983411	1155320.72472407
193	23042129	14826	23047917	245517	23053720	1537365	23042129	0.84906	23047917	1.03639	23053720	1.1075	23042129	17461.6634866794	23047917	236896.342110595	23053720	1388139.95485327	23058696	16961	23064484	610552	23070287	984347	23058696	0.84888	23064484	1.03793	23070287	1.10892	23058696	19980.4448214117	23064484	588240.054724307	23070287	887662.770984381	23075264	14913	23081051	1143664	23086854	2380137	23075264	0.8488	23081051	1.03825	23086854	1.10839	23075264	17569.5098963242	23081051	1101530.4599085	23086854	2147382.23910356	23091815	18081	23097618	509544	23103422	1278837	23091815	0.84883	23097618	1.03793	23103422	1.10754	23091815	21301.0850229139	23097618	490923.27998998	23103422	1154664.39135381
194	23162140	14803	23167928	246218	23173747	1543326	23162140	0.84924	23167928	1.03748	23173747	1.10755	23162140	17430.8793744996	23167928	237323.129120561	23173747	1393459.43749718	23178723	17050	23184495	611567	23190298	988359	23178723	0.8497	23184495	1.03832	23190298	1.10845	23178723	20065.905613746	23184495	588996.648432083	23190298	891658.62240065	23195290	14818	23201062	1144456	23206865	2372455	23195290	0.84952	23201062	1.03779	23206865	1.10776	23195290	17442.791223279	23201062	1102781.87301863	23206865	2141668.77301943	23211826	18096	23217629	507343	23223433	1273359	23211826	0.84919	23217629	1.03759	23223433	1.10809	23211826	21309.7186730885	23217629	488962.885147313	23223433	1149147.63241253
195	23282151	15125	23287939	246141	23293742	1545511	23282151	0.84924	23287939	1.0375	23293742	1.10856	23282151	17810.0419198342	23287939	237244.337349398	23293742	1394160.89341127	23298718	17029	23304506	609530	23310309	988028	23298718	0.84994	23304506	1.03798	23310309	1.10768	23298718	20035.5319199002	23304506	587227.114202586	23310309	891979.633107035	23315286	15208	23321073	1142423	23326861	2361049	23315286	0.84986	23321073	1.03808	23326861	1.1069	23315286	17894.7120702233	23321073	1100515.37453761	23326861	2133028.27717048	23331837	17887	23337625	506850	23343428	1271833	23331837	0.84933	23337625	1.0375	23343428	1.10839	23331837	21060.1297493318	23337625	488530.120481928	23343428	1147459.82912152
196	23402162	14953	23407950	246020	23413753	1547102	23402162	0.84956	23407950	1.0375	23413753	1.10713	23402162	17600.8757474457	23407950	237127.710843373	23413753	1397398.67946854	23418729	16901	23424517	610723	23430320	988976	23418729	0.84992	23424517	1.03811	23430320	1.10786	23418729	19885.4009789157	23424517	588302.781015499	23430320	892690.412145939	23435297	15029	23441084	1142726	23446887	2360915	23435297	0.85023	23441084	1.03812	23446887	1.1081	23435297	17676.3934464792	23441084	1100764.84414133	23446887	2130597.4190055	23451848	18148	23457636	507062	23463439	1265335	23451848	0.85022	23457636	1.03792	23463439	1.10745	23451848	21345.0636305897	23457636	488536.68876214	23463439	1142566.2558129
197	23522173	14813	23527961	245968	23533780	1554205	23522173	0.84944	23527961	1.03722	23533780	1.10735	23522173	17438.5477491053	23527961	237141.590019475	23533780	1403535.46755768	23538756	16975	23544544	609327	23550347	990963	23538756	0.84939	23544544	1.03788	23550347	1.10774	23538756	19984.9303617891	23544544	587088.102670829	23550347	894580.858324156	23555323	15074	23561111	1142254	23566914	2356375	23555323	0.84918	23561111	1.03755	23566914	1.10747	23555323	17751.2423749971	23561111	1100914.65471544	23566914	2127710.00568864	23571891	18088	23577678	508564	23583481	1262357	23571891	0.85039	23577678	1.03757	23583481	1.10823	23571891	21270.2407130846	23577678	490149.098374086	23583481	1139074.92127086
198	23642184	14916	23647972	246036	23653791	1556682	23642184	0.84929	23647972	1.03846	23653791	1.10728	23642184	17562.9054857587	23647972	236923.906553936	23653791	1405861.20945018	23658751	16946	23664539	609293	23670342	990543	23658751	0.84942	23664539	1.03823	23670342	1.10686	23658751	19950.0835864472	23664539	586857.440066267	23670342	894912.635744358	23675334	14971	23681106	1139042	23686910	2338819	23675334	0.84971	23681106	1.03752	23686910	1.10612	23675334	17618.9523484483	23681106	1097850.64384301	23686910	2114435.14266083	23691886	18122	23697674	507580	23703477	1261129	23691886	0.84964	23697674	1.03686	23703477	1.10675	23691886	21329.0334730003	23697674	489535.713596821	23703477	1139488.59272645
199	23762195	14870	23767983	245393	23773786	1555770	23762195	0.84955	23767983	1.03753	23773786	1.10693	23762195	17503.3841445471	23767983	236516.534461654	23773786	1405481.82811921	23778762	16827	23784534	610594	23790338	993259	23778762	0.84907	23784534	1.03752	23790338	1.10705	23778762	19818.1539802372	23784534	588512.992520626	23790338	897212.411363534	23795330	15190	23801102	1140281	23806905	2338738	23795330	0.84962	23801102	1.03797	23806905	1.10675	23795330	17878.581012688	23801102	1098568.35939382	23806905	2113158.34651005	23811881	18215	23817653	508851	23823457	1255805	23811881	0.8496	23817653	1.0379	23823457	1.10759	23811881	21439.5009416196	23817653	490269.775508238	23823457	1133817.56787259
200	23882206	14894	23887994	245882	23893781	1564266	23882206	0.84919	23887994	1.03815	23893781	1.10788	23882206	17539.0666399746	23887994	236846.313153205	23893781	1411945.33704011	23898758	16868	23904545	609909	23910349	996894	23898758	0.84922	23904545	1.03765	23910349	1.10778	23898758	19862.9330444408	23904545	587779.116272346	23910349	899902.507718139	23915325	15237	23921113	1138908	23926916	2335924	23915325	0.85011	23921113	1.03716	23926916	1.10794	23915325	17923.5628330451	23921113	1098102.5107023	23926916	2108348.82755384	23931892	18227	23937696	507244	23943499	1253765	23931892	0.85032	23937696	1.03814	23943499	1.1081	23931892	21435.4595916831	23937696	488608.472845666	23943499	1131454.74235177
201	24002217	14998	24008005	246664	24013808	1568540	24002217	0.85053	24008005	1.03889	24013808	1.10831	24002217	17633.7107450648	24008005	237430.334299108	24013808	1415253.85496838	24018784	16876	24024572	610229	24030375	1000568	24018784	0.85	24024572	1.03777	24030375	1.10883	24018784	19854.1176470588	24024572	588019.503358162	24030375	902363.752784466	24035352	15083	24041139	1139649	24046943	2326311	24035352	0.85012	24041139	1.03821	24046943	1.10892	24035352	17742.201101021	24041139	1097705.66648366	24046943	2097816.79471919	24051919	18139	24057707	507848	24063510	1247955	24051919	0.85008	24057707	1.03842	24063510	1.10763	24051919	21337.9917184265	24057707	489058.377149901	24063510	1126689.41794643
202	24122228	15018	24128016	245488	24133835	1570644	24122228	0.85092	24128016	1.03797	24133835	1.10908	24122228	17649.1327034269	24128016	236507.798876654	24133835	1416168.35575432	24138811	17034	24144599	610041	24150402	1001634	24138811	0.85047	24144599	1.03899	24150402	1.10825	24138811	20028.9251825461	24144599	587148.095746831	24150402	903797.879539815	24155378	15084	24161166	1139114	24166969	2323380	24155378	0.8503	24161166	1.03902	24166969	1.10895	24155378	17739.6213101258	24161166	1096335.0079883	24166969	2095117.00257	24171946	18264	24177733	508622	24183536	1244400	24171946	0.85037	24177733	1.03889	24183536	1.10824	24171946	21477.7097028352	24177733	489582.150179519	24183536	1122861.47404894
203	24242239	14804	24248027	245189	24253830	1579685	24242239	0.85021	24248027	1.03812	24253830	1.10848	24242239	17412.1687583068	24248027	236185.604747043	24253830	1425091.11576212	24258807	17109	24264594	611546	24270397	1002147	24258807	0.85057	24264594	1.03833	24270397	1.10732	24258807	20114.746581704	24264594	588970.751109956	24270397	905020.229021421	24275374	15486	24281161	1141341	24286965	2316795	24275374	0.84995	24281161	1.0381	24286965	1.10821	24275374	18219.8952879581	24281161	1099451.88324824	24286965	2090573.98868446	24291941	18497	24297729	506975	24303532	1242129	24291941	0.84982	24297729	1.03822	24303532	1.10822	24291941	21765.7856957944	24297729	488311.725838454	24303532	1120832.50618108
204	24362250	14759	24368054	245518	24373857	1583281	24362250	0.84965	24368054	1.03839	24373857	1.10845	24362250	17370.6820455482	24368054	236441.028900509	24373857	1428373.85538364	24378818	17039	24384605	610493	24390393	1012312	24378818	0.84997	24384605	1.03835	24390393	1.11147	24378818	20046.5898796428	24384605	587945.297828285	24390393	910786.615923057	24395385	15216	24401157	1138340	24406960	2315481	24395385	0.84953	24401157	1.03772	24406960	1.10895	24395385	17911.0802443704	24401157	1096962.57179201	24406960	2087994.04842418	24411936	18350	24417724	507272	24423527	1240809	24411936	0.84997	24417724	1.03809	24423527	1.10843	24411936	21588.9972587268	24417724	488658.979471915	24423527	1119429.28285954
205	24482261	14903	24488065	245794	24493868	1579169	24482261	0.85005	24488065	1.03769	24493868	1.10793	24482261	17531.9098876537	24488065	236866.501556341	24493868	1425332.82788624	24498844	16951	24504616	610239	24510419	1007280	24498844	0.84982	24504616	1.03748	24510419	1.10784	24498844	19946.5769221718	24504616	588193.50734472	24510419	909228.7694974	24515411	15252	24521183	1138262	24526987	2305752	24515411	0.84963	24521183	1.03739	24526987	1.10829	24515411	17951.3435260054	24521183	1097236.33349078	24526987	2080459.08561839	24531947	18367	24537735	506017	24543538	1234528	24531947	0.85003	24537735	1.03727	24543538	1.10805	24531947	21607.4726774349	24537735	487835.375553135	24543538	1114144.66856189
206	24602272	15067	24608060	246422	24613863	1592645	24602272	0.85094	24608060	1.03933	24613863	1.10928	24602272	17706.3012668343	24608060	237096.975936421	24613863	1435746.61041396	24618840	17102	24624627	610022	24630430	1009413	24618840	0.85096	24624627	1.03802	24630430	1.10848	24618840	20097.3018708282	24624627	587678.464769465	24630430	910628.06726328	24635407	15106	24641194	1140320	24646998	2295237	24635407	0.85036	24641194	1.03829	24646998	1.10777	24635407	17764.2410273296	24641194	1098267.34342043	24646998	2071943.63450897	24651974	18593	24657777	504011	24663580	1233824	24651974	0.84992	24657777	1.03705	24663580	1.10801	24651974	21876.1765813253	24657777	486004.532086206	24663580	1113549.51670111
207	24722283	14997	24728071	245980	24733874	1590925	24722283	0.84968	24728071	1.038	24733874	1.10821	24722283	17650.1741832219	24728071	236974.951830443	24733874	1435580.80147265	24738851	17106	24744638	609067	24750441	1010084	24738851	0.84981	24744638	1.0378	24750441	1.10781	24738851	20129.2053517845	24744638	586882.829061476	24750441	911784.511784512	24755418	15325	24761205	1137126	24766993	2294403	24755418	0.85062	24761205	1.03849	24766993	1.10827	24755418	18016.270485058	24761205	1094980.21165346	24766993	2070256.34547538	24771969	18265	24777773	506802	24783576	1229538	24771969	0.85052	24777773	1.03812	24783576	1.109	24771969	21475.0975873583	24777773	488192.116518322	24783576	1108690.71235347
208	24842294	14890	24848082	245752	24853901	1601660	24842294	0.84926	24848082	1.03776	24853901	1.10987	24842294	17532.9110048748	24848082	236810.052420598	24853901	1443105.94934542	24858877	16946	24864665	608876	24870468	1015406	24858877	0.84973	24864665	1.03714	24870468	1.10948	24858877	19942.8053617031	24864665	587072.140694603	24870468	915208.926704402	24875444	15127	24881232	1137952	24887035	2289741	24875444	0.84965	24881232	1.03796	24887035	1.10902	24875444	17803.8015653504	24881232	1096335.11888705	24887035	2064652.57614831	24892027	18155	24897799	506283	24903602	1225740	24892027	0.84921	24897799	1.03789	24903602	1.10874	24892027	21378.6931383286	24897799	487800.248581256	24903602	1105525.19075708
209	24962305	14953	24968093	245705	24973896	1599993	24962305	0.85021	24968093	1.03787	24973896	1.10811	24962305	17587.4195786923	24968093	236739.668744641	24973896	1443893.65676693	24978873	16947	24984660	609826	24990448	1014490	24978873	0.84915	24984660	1.0379	24990448	1.10829	24978873	19957.604663487	24984660	587557.56816649	24990448	915365.112019417	24995440	15449	25001227	1139165	25007031	2280508	24995440	0.84961	25001227	1.03845	25007031	1.10929	24995440	18183.6371982439	25001227	1096985.89243584	25007031	2055826.69996124	25012007	18404	25017795	504880	25023598	1219054	25012007	0.8502	25017795	1.03823	25023598	1.108	25012007	21646.671371442	25017795	486289.165213874	25023598	1100229.24187726
210	25082316	14776	25088104	245638	25093907	1604299	25082316	0.84993	25088104	1.03851	25093907	1.10877	25082316	17384.9611144447	25088104	236529.258264244	25093907	1446917.75571128	25098884	17043	25104671	609054	25110459	1014834	25098884	0.85064	25104671	1.03868	25110459	1.1079	25098884	20035.5026803348	25104671	586373.088920553	25110459	915997.833739507	25115451	15295	25121223	1136750	25127026	2271683	25115451	0.85033	25121223	1.03871	25127026	1.1075	25115451	17987.1344066421	25121223	1094386.30609121	25127026	2051181.03837472	25132002	18475	25137774	504516	25143593	1217011	25132002	0.8503	25137774	1.03852	25143593	1.10778	25132002	21727.6255439257	25137774	485802.873319724	25143593	1098603.51333297
211	25202327	14687	25208115	246370	25213918	1603747	25202327	0.85058	25208115	1.0386	25213918	1.10909	25202327	17267.0413129864	25208115	237213.556710957	25213918	1446002.57869064	25218895	17136	25224682	611066	25230470	1017632	25218895	0.85084	25224682	1.0388	25230470	1.10804	25218895	20140.0968454704	25224682	588242.202541394	25230470	918407.277715606	25235446	15318	25241234	1137357	25247037	2269522	25235446	0.85023	25241234	1.03835	25247037	1.10809	25235446	18016.3014713666	25241234	1095350.31540425	25247037	2048138.68909565	25252013	18395	25257801	504808	25263604	1213757	25252013	0.85064	25257801	1.0383	25263604	1.10759	25252013	21624.8941973103	25257801	486187.036501975	25263604	1095854.06152096
212	25322338	14941	25328126	246645	25333914	1609730	25322338	0.85061	25328126	1.03882	25333914	1.10846	25322338	17565.041558411	25328126	237428.043356886	25333914	1452222.00169605	25338890	16976	25344662	610409	25350465	1019042	25338890	0.85078	25344662	1.03853	25350465	1.10804	25338890	19953.4544770681	25344662	587762.510471532	25350465	919679.794953251	25355442	15545	25361229	1138274	25367048	2266280	25355442	0.85036	25361229	1.03806	25367048	1.10853	25355442	18280.4929676843	25361229	1096539.699054	25367048	2044401.14385718	25372024	18583	25377812	504446	25383615	1208983	25372024	0.85029	25377812	1.03947	25383615	1.10902	25372024	21854.8965647015	25377812	485291.542805468	25383615	1090136.33658545
213	25442349	15048	25448137	246219	25453940	1613388	25442349	0.85042	25448137	1.03859	25453940	1.10761	25442349	17694.786105689	25448137	237070.451284915	25453940	1456639.06970865	25458917	17226	25464704	609504	25470507	1019204	25458917	0.85023	25464704	1.03832	25470507	1.10813	25458917	20260.4001270245	25464704	587009.785037368	25470507	919751.292718363	25475484	15526	25481271	1136973	25487075	2251125	25475484	0.85033	25481271	1.03897	25487075	1.10754	25475484	18258.7936448202	25481271	1094327.07392899	25487075	2032545.09995124	25492067	18509	25497839	504997	25503657	1203978	25492067	0.84973	25497839	1.03792	25503657	1.1079	25492067	21782.2131735963	25497839	486547.132726992	25503657	1086720.82317899
214	25562360	14871	25568148	245656	25573951	1611340	25562360	0.85037	25568148	1.03789	25573951	1.10689	25562360	17487.681832614	25568148	236687.895634412	25573951	1455736.34236464	25578928	16818	25584715	610772	25590503	1023198	25578928	0.8504	25584715	1.03814	25590503	1.10773	25578928	19776.5757290687	25584715	588332.980137554	25590503	923688.98558313	25595479	15218	25601267	1137942	25607070	2243289	25595479	0.85007	25601267	1.03766	25607070	1.10731	25595479	17902.0551248721	25601267	1096642.44550238	25607070	2025890.67198887	25612046	18637	25617834	502495	25623637	1200826	25612046	0.8503	25617834	1.03772	25623637	1.1074	25612046	21918.1465365165	25617834	484229.850055892	25623637	1084365.1797002
215	25682371	14855	25688159	245814	25693962	1618628	25682371	0.84954	25688159	1.03805	25693962	1.10643	25682371	17485.9335640464	25688159	236803.622176196	25693962	1462928.51784568	25698939	17006	25704726	611454	25710514	1025884	25698939	0.84958	25704726	1.03863	25710514	1.10757	25698939	20016.9495515431	25704726	588712.053378008	25710514	926247.550944861	25715506	15377	25721278	1136078	25727081	2238031	25715506	0.84974	25721278	1.03713	25727081	1.10709	25715506	18096.1235201356	25721278	1095405.59042743	25727081	2021543.8672556	25732042	18604	25737830	503418	25743633	1197036	25732042	0.8504	25737830	1.03798	25743633	1.10697	25732042	21876.7638758231	25737830	484997.784157691	25743633	1081362.63855389
216	25802382	14873	25808186	246600	25813989	1623149	25802382	0.84948	25808186	1.03769	25813989	1.10714	25802382	17508.3580543391	25808186	237643.226782565	25813989	1466073.84793251	25818965	17183	25824753	609811	25830556	1027423	25818965	0.84943	25824753	1.03799	25830556	1.10745	25818965	20228.8593527424	25824753	587492.172371603	25830556	927737.595376767	25835532	15425	25841304	1136755	25847108	2230849	25835532	0.85008	25841304	1.03851	25847108	1.1077	25835532	18145.3510257858	25841304	1094601.88154182	25847108	2013946.9170353	25852084	18371	25857887	504060	25863691	1193047	25852084	0.85041	25857887	1.03808	25863691	1.10807	25852084	21602.5211368634	25857887	485569.512946979	25863691	1076689.19833585
